fd000004         0000000322f1b2
a0780004         0908e1a0052ff0800303
a0780007         0908e1a0052ff0800306
a0780006         0908e1a0052ff0800305
a0780001         0908e1a0052ff0800300
a0780003         0908e1a0052ff0800302
a0780002         0908e1a0052ff0800301
a078000d         0a08e1a0062ff081032000
a078000c         0a08e1a0062ff081034000
a078000f         0a08e1a0062ff081030800
a078000e         0a08e1a0062ff081031000
a0780009         0808e1a0042ff08000
a0780008         0908e1a0052ff0800307
a078000b         0a08e1a0062ff081038000
a078000a         0a08e1a0062ff081030000
a0780011         0a08e1a0062ff081030080
a0780010         0808e1a0042ff08100
a07b0001         1000000200020908032206020000000009083000000000000000
a07a0005         1000000200020908032204020000000009083000000000000000
a07a0004         1000000200020908032204010000000009083000000000000000
a07a0007         1000000200020908032204040000000009083000000000000000
a07a0006         1000000200020908032204030000000009083000000000000000
a07a0001         1000000200020908032204000000000009083000000000000000
a07a0003         1000000200020908032201090000000009083000000000000000
a07a0002         1000000200020908032201080000000009083000000000000000
a07a0009         1000000200020908032204060000000009083000000000000000
a07a0008         1000000200020908032204050000000009083000000000000000
a07a000a         1000000200020908032223020000000009083000000000000000
a0410001         100000020002090803220e000000000009083000000000000000
a0410003         1000000200020908032203100000000009083000000000000000
a0410002         100000020002090803220e010000000009083000000000000000
a0420005         0908e900052ff08b0301
a0420004         0908e900052ff08b0300
a0420006         0808e900042ff08b00
a0420001         0908e900052ff08a0300
a0420003         0808e900042ff08a00
a0420002         0908e900052ff08a0301
a0550005         1000000200020908032204030000000009083000000000000000
a0550004         1000000200020908032204020000000009083000000000000000
a0550007         1000000200020908032204050000000009083000000000000000
a0550006         1000000200020908032204040000000009083000000000000000
a0550001         1000000200020908032204000000000009083000000000000000
a0550003         1000000200020908032203000000000009083000000000000000
a0550002         1000000200020908032204010000000009083000000000000000
a0550009         1000000200020908032223020000000009083000000000000000
a0550008         1000000200020908032204060000000009083000000000000000
a0540005         1000000200020908032201050000000009083000000000000000
a0540004         1000000200020908032201040000000009083000000000000000
a0540006         1000000200020908032201060000000009083000000000000000
a0540001         1000000200020908032201010000000009083000000000000000
a0540003         1000000200020908032201030000000009083000000000000000
a0540002         1000000200020908032201020000000009083000000000000000
a0570004         0808e6c0042ff08200
a0570001         0b08e6c0072ff081030a0a00
a0570003         0b08e6c0072ff082030a0a00
a0570002         0808e6c0042ff08100
a0560005         1000000200020908032203040000000009083000000000000000
a0560004         1000000200020908032203030000000009083000000000000000
a0560007         1000000200020908032203080000000009083000000000000000
a0560006         1000000200020908032203050000000009083000000000000000
a0560001         1000000200020908032203020000000009083000000000000000
a0560003         1000000200020908032203070000000009083000000000000000
a0560002         1000000200020908032203060000000009083000000000000000
a056000d         0c08e1a0082ff0830320000000
a056000c         0c08e1a0082ff0830310000000
a056000f         0c08e1a0082ff0830380000000
a056000e         0c08e1a0082ff0830340000000
a0560009         0c08e1a0082ff0830300000000
a0560008         1000000200020908032203090000000009083000000000000000
a056000b         0808e1a0042ff08300
a056000a         0c08e1a0082ff0830308000000
a0510005         1000000200020908032205030000000009083000000000000000
a0510004         1000000200020908032211100000000009083000000000000000
a0510007         1000000200020908032205040000000009083000000000000000
a0510006         1000000200020908032211120000000009083000000000000000
a0510001         10000002000209080322f1020000000009083000000000000000
a0510003         1000000200020908032205020000000009083000000000000000
a0510002         1000000200020908032212100000000009083000000000000000
a051000d         1000000200020908032223070000000009083000000000000000
a051000c         1000000200020908032223060000000009083000000000000000
a051000f         1000000200020908032212010000000009083000000000000000
a051000e         1000000200020908032214150000000009083000000000000000
a0510009         1000000200020908032205080000000009083000000000000000
a0510008         1000000200020908032211170000000009083000000000000000
a051000b         1000000200020908032214140000000009083000000000000000
a051000a         1000000200020908032214090000000009083000000000000000
a0510015         1000000200020908032211140000000009083000000000000000
a0510014         1000000200020908032205070000000009083000000000000000
a0510017         10000002000209080322050a0000000009083000000000000000
a0510016         1000000200020908032222030000000009083000000000000000
a0510011         1000000200020908032205090000000009083000000000000000
a0510010         1000000200020908032211160000000009083000000000000000
a0510013         1000000200020908032211150000000009083000000000000000
a0510012         1000000200020908032223010000000009083000000000000000
a051001d         1000000200020908032205050000000009083000000000000000
a051001c         1000000200020908032205000000000009083000000000000000
a051001f         1000000200020908032205010000000009083000000000000000
a051001e         1000000200020908032205060000000009083000000000000000
a0510019         1000000200020908032223050000000009083000000000000000
a0510018         1000000200020908032223040000000009083000000000000000
a051001b         1000000200020908032223030000000009083000000000000000
a051001a         1000000200020908032214120000000009083000000000000000
a0510025         10000002000209080322111b0000000009083000000000000000
a0510024         10000002000209080322050b0000000009083000000000000000
a0510027         1000000200020908032201400000000009083000000000000000
a0510026         10000002000209080322050c0000000009083000000000000000
a0510021         1000000200020908032214050000000009083000000000000000
a0510020         1000000200020908032214130000000009083000000000000000
a0510023         1000000200020908032211190000000009083000000000000000
a0510022         1000000200020908032212000000000009083000000000000000
a051002d         0908fc20052ff0880302
a051002c         0908fc20052ff0880300
a051002f         0908fc20052ff0810300
a051002e         0808fc20042ff08800
a0510029         0908fc20052ff0800300
a0510028         1000000200020908032201000000000009083000000000000000
a051002b         0808fc20042ff08000
a051002a         0908fc20052ff0800301
a0510035         0808fc20042ff08300
a0510034         0908fc20052ff0830300
a0510037         0808fc20042ff08400
a0510036         0908fc20052ff0840300
a0510031         0808fc20042ff08100
a0510030         0908fc20052ff0810301
a0510033         0808fc20042ff08200
a0510032         0908fc20052ff0820300
a051003d         0808fc20042ff08700
a051003c         0908fc20052ff0870300
a051003e         0908fc20052ff0880301
a0510039         0808fc20042ff08500
a0510038         0908fc20052ff0850300
a051003b         0808fc20042ff08600
a051003a         0908fc20052ff0860300
a0500045         1000000200020908032220060000000009083000000000000000
a0500044         1000000200020908032220050000000009083000000000000000
a0500047         1000000200020908032220080000000009083000000000000000
a0500046         1000000200020908032220070000000009083000000000000000
a0500041         1000000200020908032220010000000009083000000000000000
a0500040         1000000200020908032220000000000009083000000000000000
a0500043         1000000200020908032220040000000009083000000000000000
a0500042         1000000200020908032220020000000009083000000000000000
a050004d         10000002000209080322200e0000000009083000000000000000
a050004c         10000002000209080322200d0000000009083000000000000000
a050004f         1000000200020908032220100000000009083000000000000000
a050004e         10000002000209080322200f0000000009083000000000000000
a0500049         10000002000209080322200a0000000009083000000000000000
a0500048         1000000200020908032220090000000009083000000000000000
a050004b         10000002000209080322200c0000000009083000000000000000
a050004a         10000002000209080322200b0000000009083000000000000000
