9bd01201         U101201 CAN通讯异常 
890ae273         P0AE273 预充继电器粘连 
890ae372         P0AE372 预充继电器断路 
89078001         P078001 档位故障 
89060d64         P060D64 加速踏板信号校验错误 
89060d1c         P060D1C 加速踏板信号超幅错误 
89060444         P060444 RAM故障 
89060545         P060545 ROM故障 
89062f46         P062F46 EEPROM(电可擦除只读存储器) 故障 
89063509         P063509 EPS故障 
89121229         P121229 子板单体电压采集电路故障 
89121329         P121329 子板模组电压采集电路故障 
89121144         P121144 子板EEPROM(电可擦除只读存储器)读写故障 
89121674         P121674 子板被动均衡通道故障 
89121782         P121782 子板VBU/BMS节点通讯丢失 
89121429         P121429 子板温度采集电路故障 
89121574         P121574 子板主动均衡通道故障 
89118a64         P118A64 外部总电压检测故障（V2） 
89118822         P118822 电池单体过压 
89118964         P118964 内部总电压检测故障（V1） 
89118312         P118312 电池内部短路 
89118111         P118111 电池外部短路 
89118674         P118674 充电电流异常 
89118722         P118722 温度不均衡 
89118427         P118427 电池温升过快 
89118522         P118522 电池单体电压不均衡 
89119844         P119844 BMS-EEPROM(电可擦除只读存储器)读写故障 
89119022         P119022 总电压过压 
89119796         P119796 加热元件故障 
8911d829         P11D829 总电流检测电路故障 
8911d213         P11D213 预充电阻断路 
8911d329         P11D329 内部总电压检测电路故障(V1) 
8911d144         P11D144 BCU-EEPROM(电可擦除只读存储器)读写故障 
8911d674         P11D674 预充电继电器驱动通道故障 
8911d729         P11D729 绝缘检测电路故障 
8911d429         P11D429 外部总电压检测电路故障（V2） 
8911d574         P11D574 正端继电器驱动通道故障 
89100a11         P100A11 低速风扇继电器驱动通道对地短路 
89100a12         P100A12 低速风扇继电器驱动通道对电源短路 
89100a13         P100A13 低速风扇继电器驱动通道开路 
89100b11         P100B11 真空泵控制信号驱动通道对地短路 
89100b12         P100B12 真空泵控制信号驱动通道对电源短路 
89100b13         P100B13 真空泵控制信号驱动通道开路 
89100811         P100811 快充负极继电器驱动通道对地短路 
89100812         P100812 快充负极继电器驱动通道对电源短路 
89100813         P100813 快充负极继电器驱动通道开路 
89100911         P100911 PTC控制继电器驱动通道对地短路 
89100912         P100912 PTC控制继电器驱动通道对电源短路 
89100913         P100913 PTC控制继电器驱动通道开路 
89100e11         P100E11 PDU_RUN/PEU_RUN继电器驱动通道对地短路 
89100e12         P100E12 PDU_RUN/PEU_RUN继电器驱动通道对电源短路 
89100e13         P100E13 PDU_RUN/PEU_RUN继电器驱动通道开路 
89100f11         P100F11 空调继电器驱动通道对地短路 
89100f12         P100F12 空调继电器驱动通道对电源短路 
89100f13         P100F13 空调继电器驱动通道开路 
89100c11         P100C11 水泵继电器驱动通道对地短路 
89100c12         P100C12 水泵继电器驱动通道对电源短路 
89100c13         P100C13 水泵继电器驱动通道开路 
89100d11         P100D11 高速风扇继电器驱动通道对地短路 
89100d12         P100D12 高速风扇继电器驱动通道对电源短路 
89100d13         P100D13 高速风扇继电器驱动通道开路 
89100211         P100211 BCU唤醒信号驱动通道对地短路 
89100212         P100212 BCU唤醒信号驱动通道对电源短路 
89100213         P100213 BCU唤醒信号驱动通道开路 
89100311         P100311 仪表充电灯信号驱动通道对地短路 
89100312         P100312 仪表充电灯信号驱动通道对电源短路 
89100313         P100313 仪表充电灯信号驱动通道开路 
89100011         P100011 DC/DC使能驱动通道对地短路 
89100012         P100012 DC/DC使能驱动通道对电源短路 
89100013         P100013 DC/DC使能驱动通道开路 
89100111         P100111 INV唤醒信号驱动通道对地短路 
89100112         P100112 INV唤醒信号驱动通道对电源短路 
89100113         P100113 INV唤醒信号驱动通道开路 
89100611         P100611 总负继电器驱动通道对地短路 
89100612         P100612 总负继电器驱动通道对电源短路 
89100613         P100613 总负继电器驱动通道开路 
89100711         P100711 快充正极继电器驱动通道对地短路 
89100712         P100712 快充正极继电器驱动通道对电源短路 
89100713         P100713 快充正极继电器驱动通道开路 
89100411         P100411 EPS助力转向车速信号驱动通道对地短路 
89100412         P100412 EPS助力转向车速信号驱动通道对电源短路 
89100413         P100413 EPS助力转向车速信号驱动通道开路 
89100511         P100511 倒车灯继电器驱动通道对地短路 
89100512         P100512 倒车灯继电器驱动通道对电源短路 
89100513         P100513 倒车灯继电器驱动通道开路 
89101211         P101211 组合仪表快慢充唤醒信号驱动通道对地短路 
89101212         P101212 组合仪表快慢充唤醒信号驱动通道对电源短路 
89101213         P101213 组合仪表快慢充唤醒信号驱动通道开路 
89101011         P101011 模式选择开关LED灯驱动信号继电器驱动通道对地短路 
89101012         P101012 模式选择开关LED灯驱动信号继电器驱动通道对电源短路 
89101013         P101013 模式选择开关LED灯驱动信号继电器驱动通道开路 
89103a01         P103A01 落锁信号故障 
89103804         P103804 BCU自检异常 
89103904         P103904 MCU自检异常 
89103364         P103364 BCU自检超时 
89103064         P103064 高压系统电压校验错误 
89103164         P103164 驱动电机扭矩响应异常 
89103609         P103609 驱动电机转速异常 
89103464         P103464 INV高压自检超时 
89103564         P103564 高压放电超时/放电回路故障 
88f00316         U300316 电池电压过低 
88f00317         U300317 电池电压过高 
88c10087         U010087 VCU通信丢失 
88c11187         U011187 BMS通信丢失 
88c07388         U007388 总线关闭 
88062f46         P062F46 EEPROM(电可擦除只读存储器)故障 
88160249         P160249 导航卡加载错误 
88160349         P160349 USB 读取错误 
88160049         P160049 CAN收发器故障 
88160149         P160149 蓝牙模块通信故障 
8fc10087         U0100-87 与EMS失去通讯 
8fc12187         U0121-87 与ABS/DSC模块失去通信 
8fc15587         U0155-87 与IPK模块失去通信 
8fc00100         U0001-00 总线高速CAN关闭状态 
8fd60000         U1600-00 检测电可擦除存储器通讯错误 
8fd60141         U1601-41 电可擦除存储器校验错误 
8fd50100         U1501-00 仪表系统中的总里程超过100公里 
8fd56200         U1562-00 电源输入过电压（VBAT>17.6 V） 
8fd56300         U1563-00 电源输入欠电压（VBAT<8.8 V） 
8fd00104         U1001-04 CAN模块初始化HS CAN 
8f970200         B1702-00 BCM已检测到出现一个无效钥匙或者没有出现应答机 
8f970100         B1701-00 转发器天线故障 
8f970600         B1706-00 BCM已进入攻击状态 
8f970700         B1707-00 端子15打开2.5秒内未收到信号 
8f970500         B1705-00 与ABIC失去通讯 
8f910311         B1103-11 低侧驾驶员快速擦拭探测对地短路 
8f910312         B1103-12 低侧驾驶员快速擦拭探测电路开路 
8f910112         B1101-12 低侧驾驶员慢速擦拭探测电路开路 
8f910114         B1101-14 低侧驾驶员慢速擦拭探测对地短路 
8f910571         B1105-71 前雨刮器没有到达停放位置 
8f912214         B1122-14 右前窗口输出卡滞 
8f912314         B1123-14 左后窗口输出卡滞 
8f912114         B1121-14 司机窗口输出卡滞 
8f912414         B1124-14 右后窗口输出卡滞 
8f904a11         B104A-11 高侧驾驶员检测接地短路状态 
8f904a13         B104A-13 高侧驾驶员检测到一个开口 
8f904a1c         B104A-1C ADC的测量检测到前方或后方指示灯出现故障 
8f904b11         B104B-11 高侧驾驶员检测到对地短路状态 
8f904b13         B104B-13 高侧驾驶员检测到开路状态 
8f904b1c         B104B-1C ADC测量检测到前方或后方指示灯出现故障 
8f904c01         B104C-01 如果危险警告开关被按下的时间超过30秒则假设短路条件（开关处于“粘住”）和危险警告开关被忽略，直到探测到开关释放。 
8ef00316         U300316 电池电压过低 
8ef00317         U300317 电池电压高 
8ec10087         U010087 和VCU通讯丢失 
8ec12187         U012187 和ABS通讯丢失 
8ec14087         U014087 和BCM通讯丢失 
8ec07388         U007388 总线关闭 
8e060545         P060545 Flash 校验出错 
8e062f46         P062F46 EEPROM(电可擦除只读存储器) 故障 
8e150264         P150264 倒车雷达通讯丢失 
8e150064         P150064 BCM里程比仪表里程大 
8e150164         P150164 调光信号失效 
8dc25582         U025582 高压板 VMS 节点通讯丢失 
8d0a9513         P0A9513 MSD/主保险断路 
8d0aa272         P0AA272 正极继电器断路 
8d0aa073         P0AA073 正极继电器粘连 
8d0aa473         P0AA473 负极继电器粘连 
8d0aa572         P0AA572 负极继电器断路 
8d0ae273         P0AE273 预充继电器粘连 
8d0ae372         P0AE372 预充继电器断路 
8d11d829         P11D829 总电流检测电路故障 
8d11d213         P11D213 预充电阻断路 
8d11d329         P11D329 内部总电压检测电路故障 
8d11d144         P11D144 BCU-EEPROM(电可擦除只读存储器)读写故障 
8d11d429         P11D429 外部总电压检测电路故障 
8cc25482         U025482 电池系统内部通讯故障 
8c0a0a94         P0A0A94 高低压互锁故障 
8c0a7e22         P0A7E22 电池温度过高 
8c0a9513         P0A9513 MSD/主保险断路 
8c0aa272         P0AA272 正极继电器断路 
8c0aa073         P0AA073 正极继电器粘连 
8c0aa61a         P0AA61A 绝缘电阻低 
8c0aa473         P0AA473 负极继电器粘连 
8c0aa572         P0AA572 负极继电器断路 
8c0ae273         P0AE273 预充继电器粘连 
8c0ae372         P0AE372 预充继电器断路 
8c121229         P121229 子板单体电压采集电路故障 
8c121144         P121144 子板EEPROM(电可擦除只读存储器)读写故障 
8c121674         P121674 子板被动均衡通道故障 
8c121782         P121782 子板VBU/BMS节点通讯丢失 
8c121429         P121429 子板温度采集电路故障 
8c118a64         P118A64 外部总电压检测故障（V2） 
8c118822         P118822 电池单体过压 
8c118964         P118964 内部总电压检测故障（V1） 
8c118312         P118312 电池内部短路 
8c118111         P118111 电池外部短路 
8c118674         P118674 充电电流异常 
8c118722         P118722 温度不均衡 
8c118427         P118427 电池温升过快 
8c118522         P118522 电池单体电压不均衡 
8c119844         P119844 BMS-EEPROM(电可擦除只读存储器)读写故障 
8c119022         P119022 总电压过压 
8c119796         P119796 加热元件故障 
8c11d829         P11D829 总电流检测电路故障 
8c11d213         P11D213 预充电阻断路 
8c11d329         P11D329 内部总电压检测电路故障(V1) 
8c11d144         P11D144 BCU-EEPROM(电可擦除只读存储器)读写故障 
8c11d674         P11D674 预充电继电器驱动通道故障 
8c11d729         P11D729 绝缘检测电路故障 
8c11d429         P11D429 外部总电压检测电路故障（V2) 
8c11d574         P11D574 正端继电器驱动通道故障 
83f00316         U300316 电池电压过低 
83f00317         U300317 电池电压高 
83c10087         U010087 和VCU通讯丢失 
83c12187         U012187 和ABS通讯丢失 
83c14087         U014087 和BCM通讯丢失 
